width,height,aspect_ratio,sharpness,brightness,contrast,noise,intensity_std,unique_intensity_values,filename,label
260,300,0.8667,7.73,209.49,64.17,1.22,64.17,219,021_saxophone_image_0011_severe_blur.jpg,DEFECTIVE
260,300,0.8667,15876.3,194.16,65.77,25.94,65.77,255,021_saxophone_image_0011_severe_noise.jpg,DEFECTIVE
300,225,1.3333,5110.63,196.33,69.69,17.85,69.69,256,022_electric_guitar_image_0052_extreme_bright.jpg,DEFECTIVE
300,225,1.3333,102.62,26.98,15.25,2.54,15.25,55,022_electric_guitar_image_0052_extreme_dark.jpg,DEFECTIVE
300,225,1.3333,1046.84,129.44,71.52,9.36,71.52,252,022_electric_guitar_image_0052_heavy_compression.jpg,DEFECTIVE
300,225,1.3333,1471.67,38.08,20.5,7.56,20.5,83,022_electric_guitar_image_0052_multiple_defects.jpg,DEFECTIVE
300,225,1.3333,3.37,128.46,65.5,0.7,65.5,209,022_electric_guitar_image_0052_severe_blur.jpg,DEFECTIVE
300,225,1.3333,23452.07,129.09,71.71,31.01,71.71,256,022_electric_guitar_image_0052_severe_noise.jpg,DEFECTIVE
192,128,1.5,9271.31,180.96,72.53,24.59,72.53,256,023_Leopards_image_0041_extreme_bright.jpg,DEFECTIVE
192,128,1.5,146.31,20.2,10.34,3.22,10.34,54,023_Leopards_image_0041_extreme_dark.jpg,DEFECTIVE
192,128,1.5,1411.79,99.82,48.59,11.8,48.59,249,023_Leopards_image_0041_heavy_compression.jpg,DEFECTIVE
192,128,1.5,1630.85,29.96,14.56,7.94,14.56,75,023_Leopards_image_0041_multiple_defects.jpg,DEFECTIVE
192,128,1.5,2.38,100.58,38.22,0.47,38.22,175,023_Leopards_image_0041_severe_blur.jpg,DEFECTIVE
192,128,1.5,21111.41,101.32,54.66,30.24,54.66,252,023_Leopards_image_0041_severe_noise.jpg,DEFECTIVE
233,300,0.7767,2292.35,170.11,87.85,14.42,87.85,256,024_camera_image_0011_extreme_bright.jpg,DEFECTIVE
233,300,0.7767,37.63,23.36,18.54,1.93,18.54,53,024_camera_image_0011_extreme_dark.jpg,DEFECTIVE
233,300,0.7767,739.42,122.55,94.38,8.77,94.38,256,024_camera_image_0011_heavy_compression.jpg,DEFECTIVE
233,300,0.7767,1224.62,35.78,25.27,6.88,25.27,84,024_camera_image_0011_multiple_defects.jpg,DEFECTIVE
233,300,0.7767,7.18,122.91,90.57,1.13,90.57,247,024_camera_image_0011_severe_blur.jpg,DEFECTIVE
233,300,0.7767,14528.7,120.28,86.95,24.88,86.95,256,024_camera_image_0011_severe_noise.jpg,DEFECTIVE
261,197,1.3249,6289.14,156.05,109.71,21.14,109.71,256,025_Motorbikes_image_0720_extreme_bright.jpg,DEFECTIVE
261,197,1.3249,83.99,21.66,19.48,2.64,19.48,47,025_Motorbikes_image_0720_extreme_dark.jpg,DEFECTIVE
261,197,1.3249,1926.33,131.28,112.72,13.95,112.72,256,025_Motorbikes_image_0720_heavy_compression.jpg,DEFECTIVE
261,197,1.3249,994.66,37.79,28.86,6.19,28.86,85,025_Motorbikes_image_0720_multiple_defects.jpg,DEFECTIVE
261,197,1.3249,2.67,129.58,102.91,0.64,102.91,251,025_Motorbikes_image_0720_severe_blur.jpg,DEFECTIVE
261,197,1.3249,11651.59,127.2,100.41,23.57,100.41,256,025_Motorbikes_image_0720_severe_noise.jpg,DEFECTIVE
300,227,1.3216,6329.94,172.76,75.67,22.27,75.67,256,026_crocodile_head_image_0049_extreme_bright.jpg,DEFECTIVE
300,227,1.3216,108.56,19.06,10.57,3.02,10.57,53,026_crocodile_head_image_0049_extreme_dark.jpg,DEFECTIVE
300,227,1.3216,1380.35,94.35,50.15,11.85,50.15,251,026_crocodile_head_image_0049_heavy_compression.jpg,DEFECTIVE
300,227,1.3216,1589.03,28.2,14.15,7.85,14.15,78,026_crocodile_head_image_0049_multiple_defects.jpg,DEFECTIVE
300,227,1.3216,4.07,94.19,39.81,0.75,39.81,205,026_crocodile_head_image_0049_severe_blur.jpg,DEFECTIVE
300,227,1.3216,16498.45,96.12,54.59,27.41,54.59,255,026_crocodile_head_image_0049_severe_noise.jpg,DEFECTIVE
300,300,1.0,9139.88,241.0,46.77,23.68,46.77,256,027_cougar_face_image_0043_extreme_bright.jpg,DEFECTIVE
300,300,1.0,434.96,39.77,11.49,5.33,11.49,62,027_cougar_face_image_0043_extreme_dark.jpg,DEFECTIVE
300,300,1.0,4211.6,174.85,47.14,18.43,47.14,256,027_cougar_face_image_0043_heavy_compression.jpg,DEFECTIVE
300,300,1.0,1569.49,51.46,12.28,7.84,12.28,85,027_cougar_face_image_0043_multiple_defects.jpg,DEFECTIVE
300,300,1.0,8.86,175.25,33.05,1.25,33.05,225,027_cougar_face_image_0043_severe_blur.jpg,DEFECTIVE
300,300,1.0,29487.58,170.53,55.17,36.47,55.17,256,027_cougar_face_image_0043_severe_noise.jpg,DEFECTIVE
295,300,0.9833,15766.77,238.22,54.24,31.15,54.24,256,028_snoopy_image_0005_extreme_bright.jpg,DEFECTIVE
295,300,0.9833,382.75,43.08,13.3,5.67,13.3,56,028_snoopy_image_0005_extreme_dark.jpg,DEFECTIVE
295,300,0.9833,6987.37,221.95,65.23,25.47,65.23,256,028_snoopy_image_0005_heavy_compression.jpg,DEFECTIVE
295,300,0.9833,1058.55,63.71,12.0,6.41,12.0,85,028_snoopy_image_0005_multiple_defects.jpg,DEFECTIVE
295,300,0.9833,2.62,224.7,34.37,0.58,34.37,211,028_snoopy_image_0005_severe_blur.jpg,DEFECTIVE
295,300,0.9833,16349.09,209.69,62.85,31.54,62.85,256,028_snoopy_image_0005_severe_noise.jpg,DEFECTIVE
300,208,1.4423,2665.9,239.04,45.13,14.25,45.13,252,029_stapler_image_0023_extreme_bright.jpg,DEFECTIVE
300,208,1.4423,42.39,21.08,7.22,1.77,7.22,36,029_stapler_image_0023_extreme_dark.jpg,DEFECTIVE
300,208,1.4423,1563.22,187.26,61.49,12.29,61.49,256,029_stapler_image_0023_heavy_compression.jpg,DEFECTIVE
300,208,1.4423,1381.87,54.26,16.89,7.31,16.89,83,029_stapler_image_0023_multiple_defects.jpg,DEFECTIVE
300,208,1.4423,3.77,187.04,52.92,0.76,52.92,227,029_stapler_image_0023_severe_blur.jpg,DEFECTIVE
300,208,1.4423,13255.34,182.39,62.44,24.57,62.44,256,029_stapler_image_0023_severe_noise.jpg,DEFECTIVE
143,300,0.4767,16101.11,206.95,64.4,31.63,64.4,256,030_garfield_image_0003_extreme_bright.jpg,DEFECTIVE
143,300,0.4767,197.48,20.65,9.62,3.36,9.62,39,030_garfield_image_0003_extreme_dark.jpg,DEFECTIVE
143,300,0.4767,3708.61,154.37,67.96,17.96,67.96,256,030_garfield_image_0003_heavy_compression.jpg,DEFECTIVE
143,300,0.4767,1427.65,45.1,17.03,7.48,17.03,83,030_garfield_image_0003_multiple_defects.jpg,DEFECTIVE
143,300,0.4767,5.79,154.34,53.54,0.97,53.54,229,030_garfield_image_0003_severe_blur.jpg,DEFECTIVE
143,300,0.4767,15250.09,152.25,68.75,28.0,68.75,256,030_garfield_image_0003_severe_noise.jpg,DEFECTIVE
256,300,0.8533,4572.62,154.14,78.35,16.61,78.35,256,031_strawberry_image_0012_extreme_bright.jpg,DEFECTIVE
256,300,0.8533,124.09,22.68,15.14,2.81,15.14,50,031_strawberry_image_0012_extreme_dark.jpg,DEFECTIVE
256,300,0.8533,1374.19,132.84,84.6,11.47,84.6,256,031_strawberry_image_0012_heavy_compression.jpg,DEFECTIVE
256,300,0.8533,1010.18,38.96,21.03,6.29,21.03,84,031_strawberry_image_0012_multiple_defects.jpg,DEFECTIVE
256,300,0.8533,3.38,133.0,71.72,0.67,71.72,235,031_strawberry_image_0012_severe_blur.jpg,DEFECTIVE
256,300,0.8533,14225.71,131.19,75.87,25.11,75.87,256,031_strawberry_image_0012_severe_noise.jpg,DEFECTIVE
300,300,1.0,1312.63,203.49,79.26,9.19,79.26,256,032_umbrella_image_0045_extreme_bright.jpg,DEFECTIVE
300,300,1.0,17.18,17.93,10.04,0.99,10.04,35,032_umbrella_image_0045_extreme_dark.jpg,DEFECTIVE
300,300,1.0,309.54,159.47,85.52,5.5,85.52,256,032_umbrella_image_0045_heavy_compression.jpg,DEFECTIVE
300,300,1.0,1251.56,46.3,24.39,6.96,24.39,84,032_umbrella_image_0045_multiple_defects.jpg,DEFECTIVE
300,300,1.0,3.61,158.79,83.99,0.78,83.99,220,032_umbrella_image_0045_severe_blur.jpg,DEFECTIVE
300,300,1.0,18308.91,154.24,81.65,27.24,81.65,256,032_umbrella_image_0045_severe_noise.jpg,DEFECTIVE
247,300,0.8233,770.16,253.54,9.52,6.09,9.52,176,033_starfish_image_0008_extreme_bright.jpg,DEFECTIVE
247,300,0.8233,128.85,36.71,5.03,2.93,5.03,60,033_starfish_image_0008_extreme_dark.jpg,DEFECTIVE
247,300,0.8233,758.09,151.57,18.22,8.03,18.22,227,033_starfish_image_0008_heavy_compression.jpg,DEFECTIVE
247,300,0.8233,1730.89,44.83,9.75,8.23,9.75,75,033_starfish_image_0008_multiple_defects.jpg,DEFECTIVE
247,300,0.8233,2.61,151.58,11.72,0.52,11.72,123,033_starfish_image_0008_severe_blur.jpg,DEFECTIVE
247,300,0.8233,29098.44,150.02,41.28,34.57,41.28,251,033_starfish_image_0008_severe_noise.jpg,DEFECTIVE
196,300,0.6533,6512.25,167.91,109.88,17.14,109.88,256,034_pagoda_image_0008_extreme_bright.jpg,DEFECTIVE
196,300,0.6533,154.29,15.92,12.78,2.49,12.78,40,034_pagoda_image_0008_extreme_dark.jpg,DEFECTIVE
196,300,0.6533,1169.94,129.95,100.81,10.15,100.81,256,034_pagoda_image_0008_heavy_compression.jpg,DEFECTIVE
196,300,0.6533,1139.31,38.79,26.43,6.64,26.43,84,034_pagoda_image_0008_multiple_defects.jpg,DEFECTIVE
196,300,0.6533,2.99,129.73,92.71,0.59,92.71,256,034_pagoda_image_0008_severe_blur.jpg,DEFECTIVE
196,300,0.6533,18643.49,129.92,91.63,27.83,91.63,256,034_pagoda_image_0008_severe_noise.jpg,DEFECTIVE
238,300,0.7933,5676.68,216.6,46.53,19.38,46.53,250,035_emu_image_0019_extreme_bright.jpg,DEFECTIVE
238,300,0.7933,153.06,24.74,9.59,3.26,9.59,56,035_emu_image_0019_extreme_dark.jpg,DEFECTIVE
238,300,0.7933,764.96,117.17,41.97,8.25,41.97,252,035_emu_image_0019_heavy_compression.jpg,DEFECTIVE
238,300,0.7933,1690.37,34.56,13.72,8.12,13.72,81,035_emu_image_0019_multiple_defects.jpg,DEFECTIVE
238,300,0.7933,3.2,117.27,35.53,0.63,35.53,186,035_emu_image_0019_severe_blur.jpg,DEFECTIVE
238,300,0.7933,18623.62,116.75,51.03,28.81,51.03,256,035_emu_image_0019_severe_noise.jpg,DEFECTIVE
300,205,1.4634,7010.84,172.08,82.08,19.19,82.08,255,036_mayfly_image_0010_extreme_bright.jpg,DEFECTIVE
300,205,1.4634,153.72,11.5,8.85,2.78,8.85,42,036_mayfly_image_0010_extreme_dark.jpg,DEFECTIVE
300,205,1.4634,2039.94,81.32,58.01,12.85,58.01,256,036_mayfly_image_0010_heavy_compression.jpg,DEFECTIVE
300,205,1.4634,1412.24,24.75,16.51,7.41,16.51,80,036_mayfly_image_0010_multiple_defects.jpg,DEFECTIVE
300,205,1.4634,3.38,80.88,51.85,0.66,51.85,198,036_mayfly_image_0010_severe_blur.jpg,DEFECTIVE
300,205,1.4634,21343.15,85.3,61.35,30.22,61.35,255,036_mayfly_image_0010_severe_noise.jpg,DEFECTIVE
300,210,1.4286,19686.74,132.92,80.91,31.27,80.91,256,037_hawksbill_image_0011_extreme_bright.jpg,DEFECTIVE
300,210,1.4286,404.08,10.68,10.5,4.39,10.5,46,037_hawksbill_image_0011_extreme_dark.jpg,DEFECTIVE
300,210,1.4286,5145.78,71.74,64.12,18.87,64.12,256,037_hawksbill_image_0011_heavy_compression.jpg,DEFECTIVE
300,210,1.4286,1251.7,22.66,17.12,6.99,17.12,80,037_hawksbill_image_0011_multiple_defects.jpg,DEFECTIVE
300,210,1.4286,6.05,72.0,56.38,0.99,56.38,233,037_hawksbill_image_0011_severe_blur.jpg,DEFECTIVE
300,210,1.4286,20260.91,75.67,65.84,30.67,65.84,256,037_hawksbill_image_0011_severe_noise.jpg,DEFECTIVE
300,269,1.1152,2415.64,198.1,87.28,12.23,87.28,256,038_anchor_image_0007_extreme_bright.jpg,DEFECTIVE
300,269,1.1152,58.53,24.66,15.57,1.89,15.57,50,038_anchor_image_0007_extreme_dark.jpg,DEFECTIVE
300,269,1.1152,578.28,148.92,92.02,7.44,92.02,256,038_anchor_image_0007_heavy_compression.jpg,DEFECTIVE
300,269,1.1152,1198.07,43.57,24.43,6.83,24.43,84,038_anchor_image_0007_multiple_defects.jpg,DEFECTIVE
300,269,1.1152,3.1,149.46,83.35,0.6,83.35,256,038_anchor_image_0007_severe_blur.jpg,DEFECTIVE
300,269,1.1152,12851.72,146.0,86.02,23.29,86.02,256,038_anchor_image_0007_severe_noise.jpg,DEFECTIVE
300,239,1.2552,14115.5,241.78,46.04,27.33,46.04,256,039_nautilus_image_0006_extreme_bright.jpg,DEFECTIVE
300,239,1.2552,275.1,28.05,8.73,3.99,8.73,41,039_nautilus_image_0006_extreme_dark.jpg,DEFECTIVE
300,239,1.2552,6394.85,214.31,61.61,23.1,61.61,256,039_nautilus_image_0006_heavy_compression.jpg,DEFECTIVE
300,239,1.2552,1153.52,61.88,12.94,6.67,12.94,84,039_nautilus_image_0006_multiple_defects.jpg,DEFECTIVE
300,239,1.2552,13.82,217.39,44.09,1.63,44.09,207,039_nautilus_image_0006_severe_blur.jpg,DEFECTIVE
300,239,1.2552,20824.19,202.52,60.83,32.68,60.83,256,039_nautilus_image_0006_severe_noise.jpg,DEFECTIVE
300,274,1.0949,4517.62,221.11,77.44,17.63,77.44,256,040_pigeon_image_0034_extreme_bright.jpg,DEFECTIVE
300,274,1.0949,29.8,21.54,9.55,1.39,9.55,33,040_pigeon_image_0034_extreme_dark.jpg,DEFECTIVE
300,274,1.0949,595.19,200.31,86.53,7.93,86.53,256,040_pigeon_image_0034_heavy_compression.jpg,DEFECTIVE
300,274,1.0949,919.13,57.17,23.11,5.96,23.11,84,040_pigeon_image_0034_multiple_defects.jpg,DEFECTIVE
300,274,1.0949,1.72,203.36,81.94,0.47,81.94,256,040_pigeon_image_0034_severe_blur.jpg,DEFECTIVE
300,274,1.0949,12021.4,189.81,78.72,22.76,78.72,256,040_pigeon_image_0034_severe_noise.jpg,DEFECTIVE
208,300,0.6933,2185.38,235.66,46.41,12.65,46.41,255,041_gramophone_image_0051_extreme_bright.jpg,DEFECTIVE
208,300,0.6933,50.58,26.06,9.73,1.85,9.73,44,041_gramophone_image_0051_extreme_dark.jpg,DEFECTIVE
208,300,0.6933,810.19,171.41,62.69,8.83,62.69,255,041_gramophone_image_0051_heavy_compression.jpg,DEFECTIVE
208,300,0.6933,1413.19,50.11,18.57,7.43,18.57,83,041_gramophone_image_0051_multiple_defects.jpg,DEFECTIVE
208,300,0.6933,2.11,171.53,57.07,0.42,57.07,219,041_gramophone_image_0051_severe_blur.jpg,DEFECTIVE
208,300,0.6933,14218.68,168.65,64.89,24.7,64.89,256,041_gramophone_image_0051_severe_noise.jpg,DEFECTIVE
300,225,1.3333,767.22,229.78,35.65,7.93,35.65,211,042_chandelier_image_0087_extreme_bright.jpg,DEFECTIVE
300,225,1.3333,24.9,25.28,10.68,1.5,10.68,55,042_chandelier_image_0087_extreme_dark.jpg,DEFECTIVE
300,225,1.3333,304.25,117.55,48.06,5.47,48.06,241,042_chandelier_image_0087_heavy_compression.jpg,DEFECTIVE
300,225,1.3333,1626.8,34.67,15.57,7.99,15.57,81,042_chandelier_image_0087_multiple_defects.jpg,DEFECTIVE
300,225,1.3333,2.32,117.51,41.61,0.45,41.61,177,042_chandelier_image_0087_severe_blur.jpg,DEFECTIVE
300,225,1.3333,15803.73,117.17,54.21,25.44,54.21,255,042_chandelier_image_0087_severe_noise.jpg,DEFECTIVE
300,198,1.5152,6140.19,220.73,67.95,18.81,67.95,256,043_cougar_body_image_0042_extreme_bright.jpg,DEFECTIVE
300,198,1.5152,113.98,35.53,16.42,2.74,16.42,62,043_cougar_body_image_0042_extreme_dark.jpg,DEFECTIVE
300,198,1.5152,781.08,156.58,70.61,8.86,70.61,256,043_cougar_body_image_0042_heavy_compression.jpg,DEFECTIVE
300,198,1.5152,1455.83,45.8,20.07,7.55,20.07,83,043_cougar_body_image_0042_multiple_defects.jpg,DEFECTIVE
300,198,1.5152,6.54,156.31,66.49,1.03,66.49,247,043_cougar_body_image_0042_severe_blur.jpg,DEFECTIVE
300,198,1.5152,16858.54,154.13,70.69,26.69,70.69,256,043_cougar_body_image_0042_severe_noise.jpg,DEFECTIVE
191,300,0.6367,5220.57,76.33,108.5,21.46,108.5,256,044_menorah_image_0013_extreme_bright.jpg,DEFECTIVE
191,300,0.6367,47.42,6.31,10.31,2.08,10.31,36,044_menorah_image_0013_extreme_dark.jpg,DEFECTIVE
191,300,0.6367,2247.55,56.35,87.87,15.65,87.87,256,044_menorah_image_0013_heavy_compression.jpg,DEFECTIVE
191,300,0.6367,1127.41,19.05,17.48,6.65,17.48,79,044_menorah_image_0013_multiple_defects.jpg,DEFECTIVE
191,300,0.6367,35.7,55.95,68.29,2.83,68.29,229,044_menorah_image_0013_severe_blur.jpg,DEFECTIVE
191,300,0.6367,13677.87,67.64,78.78,25.87,78.78,256,044_menorah_image_0013_severe_noise.jpg,DEFECTIVE
185,300,0.6167,1270.05,243.3,28.1,8.78,28.1,209,045_octopus_image_0011_extreme_bright.jpg,DEFECTIVE
185,300,0.6167,56.83,38.07,9.92,2.07,9.92,53,045_octopus_image_0011_extreme_dark.jpg,DEFECTIVE
185,300,0.6167,435.88,156.61,40.06,6.66,40.06,235,045_octopus_image_0011_heavy_compression.jpg,DEFECTIVE
185,300,0.6167,1693.28,46.05,13.36,8.09,13.36,80,045_octopus_image_0011_multiple_defects.jpg,DEFECTIVE
185,300,0.6167,2.81,155.96,33.7,0.6,33.7,164,045_octopus_image_0011_severe_blur.jpg,DEFECTIVE
185,300,0.6167,22251.04,154.47,50.37,30.18,50.37,255,045_octopus_image_0011_severe_noise.jpg,DEFECTIVE
300,193,1.5544,2562.82,248.4,28.81,12.06,28.81,256,046_beaver_image_0038_extreme_bright.jpg,DEFECTIVE
300,193,1.5544,60.18,34.41,9.3,1.87,9.3,47,046_beaver_image_0038_extreme_dark.jpg,DEFECTIVE
300,193,1.5544,529.67,218.87,58.05,7.12,58.05,256,046_beaver_image_0038_heavy_compression.jpg,DEFECTIVE
300,193,1.5544,1028.38,61.63,15.38,6.32,15.38,83,046_beaver_image_0038_multiple_defects.jpg,DEFECTIVE
300,193,1.5544,4.68,219.08,54.15,0.92,54.15,220,046_beaver_image_0038_severe_blur.jpg,DEFECTIVE
300,193,1.5544,14136.08,203.64,55.48,24.33,55.48,256,046_beaver_image_0038_severe_noise.jpg,DEFECTIVE
300,197,1.5228,2118.66,217.51,56.38,13.01,56.38,255,047_car_side_image_0047_extreme_bright.jpg,DEFECTIVE
300,197,1.5228,29.91,14.85,6.73,1.53,6.73,37,047_car_side_image_0047_extreme_dark.jpg,DEFECTIVE
300,197,1.5228,633.99,119.45,51.66,8.33,51.66,256,047_car_side_image_0047_heavy_compression.jpg,DEFECTIVE
300,197,1.5228,1634.89,35.25,15.1,8.01,15.1,82,047_car_side_image_0047_multiple_defects.jpg,DEFECTIVE
300,197,1.5228,4.28,119.38,42.38,0.8,42.38,238,047_car_side_image_0047_severe_blur.jpg,DEFECTIVE
300,197,1.5228,12473.88,118.72,55.17,23.43,55.17,256,047_car_side_image_0047_severe_noise.jpg,DEFECTIVE
300,176,1.7045,3860.84,82.72,101.47,15.81,101.47,256,048_watch_image_0184_extreme_bright.jpg,DEFECTIVE
300,176,1.7045,75.34,6.69,10.0,2.18,10.0,43,048_watch_image_0184_extreme_dark.jpg,DEFECTIVE
300,176,1.7045,1123.65,47.18,66.7,10.22,66.7,256,048_watch_image_0184_heavy_compression.jpg,DEFECTIVE
300,176,1.7045,1016.81,16.72,17.32,6.32,17.32,79,048_watch_image_0184_multiple_defects.jpg,DEFECTIVE
300,176,1.7045,7.5,46.75,61.56,1.17,61.56,239,048_watch_image_0184_severe_blur.jpg,DEFECTIVE
300,176,1.7045,8999.93,54.57,64.38,20.61,64.38,255,048_watch_image_0184_severe_noise.jpg,DEFECTIVE
300,188,1.5957,11325.82,228.36,49.9,24.5,49.9,252,049_stegosaurus_image_0002_extreme_bright.jpg,DEFECTIVE
300,188,1.5957,22.5,11.36,4.57,1.28,4.57,25,049_stegosaurus_image_0002_extreme_dark.jpg,DEFECTIVE
300,188,1.5957,1584.11,146.1,54.38,11.66,54.38,250,049_stegosaurus_image_0002_heavy_compression.jpg,DEFECTIVE
300,188,1.5957,1599.71,43.01,16.23,7.91,16.23,83,049_stegosaurus_image_0002_multiple_defects.jpg,DEFECTIVE
300,188,1.5957,2.35,146.13,45.28,0.47,45.28,182,049_stegosaurus_image_0002_severe_blur.jpg,DEFECTIVE
300,188,1.5957,19938.0,145.09,59.93,29.47,59.93,254,049_stegosaurus_image_0002_severe_noise.jpg,DEFECTIVE
398,168,2.369,659.8,241.18,37.21,7.18,37.21,197,050_airplanes_image_0644_extreme_bright.jpg,DEFECTIVE
398,168,2.369,17.25,22.64,6.68,1.22,6.68,40,050_airplanes_image_0644_extreme_dark.jpg,DEFECTIVE
398,168,2.369,427.92,150.84,42.32,6.65,42.32,248,050_airplanes_image_0644_heavy_compression.jpg,DEFECTIVE
398,168,2.369,1621.45,44.12,13.49,7.97,13.49,83,050_airplanes_image_0644_multiple_defects.jpg,DEFECTIVE
398,168,2.369,1.99,150.42,37.44,0.52,37.44,209,050_airplanes_image_0644_severe_blur.jpg,DEFECTIVE
398,168,2.369,14035.3,148.6,46.85,24.11,46.85,255,050_airplanes_image_0644_severe_noise.jpg,DEFECTIVE
152,140,1.0857,28072.57,183.78,86.05,27.24,86.05,255,051_BACKGROUND_Google_image_0360_extreme_bright.jpg,DEFECTIVE
152,140,1.0857,232.54,23.98,14.82,2.94,14.82,37,051_BACKGROUND_Google_image_0360_extreme_dark.jpg,DEFECTIVE
152,140,1.0857,4358.86,165.46,99.39,13.4,99.39,254,051_BACKGROUND_Google_image_0360_heavy_compression.jpg,DEFECTIVE
152,140,1.0857,960.39,47.44,25.28,6.09,25.28,83,051_BACKGROUND_Google_image_0360_multiple_defects.jpg,DEFECTIVE
152,140,1.0857,2.88,165.09,89.93,0.62,89.93,233,051_BACKGROUND_Google_image_0360_severe_blur.jpg,DEFECTIVE
152,140,1.0857,11830.09,160.59,91.87,21.65,91.87,243,051_BACKGROUND_Google_image_0360_severe_noise.jpg,DEFECTIVE
300,242,1.2397,153.71,253.3,8.68,3.51,8.68,162,052_platypus_image_0017_extreme_bright.jpg,DEFECTIVE
300,242,1.2397,13.71,17.11,2.5,1.07,2.5,32,052_platypus_image_0017_extreme_dark.jpg,DEFECTIVE
300,242,1.2397,247.73,130.07,17.26,4.97,17.26,199,052_platypus_image_0017_heavy_compression.jpg,DEFECTIVE
300,242,1.2397,1744.78,38.31,9.83,8.25,9.83,75,052_platypus_image_0017_multiple_defects.jpg,DEFECTIVE
300,242,1.2397,2.21,129.93,11.8,0.44,11.8,116,052_platypus_image_0017_severe_blur.jpg,DEFECTIVE
300,242,1.2397,14993.42,129.42,32.15,24.79,32.15,236,052_platypus_image_0017_severe_noise.jpg,DEFECTIVE
550,363,1.5152,1656.95,236.84,40.2,11.35,40.2,255,053_Faces_image_0245_extreme_bright.jpg,DEFECTIVE
550,363,1.5152,33.06,17.56,6.23,1.56,6.23,39,053_Faces_image_0245_extreme_dark.jpg,DEFECTIVE
550,363,1.5152,535.85,129.67,44.34,7.27,44.34,256,053_Faces_image_0245_heavy_compression.jpg,DEFECTIVE
550,363,1.5152,1670.06,38.17,14.39,8.07,14.39,82,053_Faces_image_0245_multiple_defects.jpg,DEFECTIVE
550,363,1.5152,4.02,129.4,39.84,0.77,39.84,231,053_Faces_image_0245_severe_blur.jpg,DEFECTIVE
550,363,1.5152,28317.42,128.54,54.48,34.13,54.48,256,053_Faces_image_0245_severe_noise.jpg,DEFECTIVE
300,225,1.3333,1803.25,117.91,97.34,12.8,97.34,256,054_wild_cat_image_0014_extreme_bright.jpg,DEFECTIVE
300,225,1.3333,29.26,10.56,10.47,1.64,10.47,48,054_wild_cat_image_0014_extreme_dark.jpg,DEFECTIVE
300,225,1.3333,642.27,63.02,59.41,8.23,59.41,256,054_wild_cat_image_0014_heavy_compression.jpg,DEFECTIVE
300,225,1.3333,1269.7,20.16,15.54,7.02,15.54,79,054_wild_cat_image_0014_multiple_defects.jpg,DEFECTIVE
300,225,1.3333,4.97,62.73,50.74,0.87,50.74,209,054_wild_cat_image_0014_severe_blur.jpg,DEFECTIVE
300,225,1.3333,16125.77,70.3,59.11,26.09,59.11,256,054_wild_cat_image_0014_severe_noise.jpg,DEFECTIVE
300,219,1.3699,2630.34,196.02,58.61,13.76,58.61,248,055_rhino_image_0025_extreme_bright.jpg,DEFECTIVE
300,219,1.3699,17.1,11.25,5.54,1.09,5.54,27,055_rhino_image_0025_extreme_dark.jpg,DEFECTIVE
300,219,1.3699,379.37,118.98,54.27,6.31,54.27,242,055_rhino_image_0025_heavy_compression.jpg,DEFECTIVE
300,219,1.3699,1601.46,35.15,17.23,7.91,17.23,81,055_rhino_image_0025_multiple_defects.jpg,DEFECTIVE
300,219,1.3699,4.49,119.05,51.72,0.83,51.72,168,055_rhino_image_0025_severe_blur.jpg,DEFECTIVE
300,219,1.3699,26232.58,119.11,62.3,32.69,62.3,256,055_rhino_image_0025_severe_noise.jpg,DEFECTIVE
300,289,1.0381,9479.41,215.46,72.48,24.8,72.48,256,056_wheelchair_image_0004_extreme_bright.jpg,DEFECTIVE
300,289,1.0381,235.88,35.36,18.06,4.17,18.06,56,056_wheelchair_image_0004_extreme_dark.jpg,DEFECTIVE
300,289,1.0381,2834.48,180.16,89.24,16.75,89.24,256,056_wheelchair_image_0004_heavy_compression.jpg,DEFECTIVE
300,289,1.0381,1212.64,51.51,21.38,6.88,21.38,85,056_wheelchair_image_0004_multiple_defects.jpg,DEFECTIVE
300,289,1.0381,3.45,180.87,70.72,0.71,70.72,238,056_wheelchair_image_0004_severe_blur.jpg,DEFECTIVE
300,289,1.0381,13143.23,172.57,84.16,26.31,84.16,256,056_wheelchair_image_0004_severe_noise.jpg,DEFECTIVE
300,300,1.0,10633.61,230.44,51.11,24.47,51.11,256,057_inline_skate_image_0016_extreme_bright.jpg,DEFECTIVE
300,300,1.0,139.76,25.22,12.01,2.83,12.01,41,057_inline_skate_image_0016_extreme_dark.jpg,DEFECTIVE
300,300,1.0,2484.53,184.99,84.83,14.7,84.83,256,057_inline_skate_image_0016_heavy_compression.jpg,DEFECTIVE
300,300,1.0,1167.91,52.44,21.66,6.74,21.66,85,057_inline_skate_image_0016_multiple_defects.jpg,DEFECTIVE
300,300,1.0,10.06,185.24,77.61,1.39,77.61,242,057_inline_skate_image_0016_severe_blur.jpg,DEFECTIVE
300,300,1.0,15560.25,175.1,79.47,26.95,79.47,256,057_inline_skate_image_0016_severe_noise.jpg,DEFECTIVE
300,221,1.3575,10419.18,135.87,96.71,24.59,96.71,256,058_okapi_image_0004_extreme_bright.jpg,DEFECTIVE
300,221,1.3575,336.17,18.41,15.92,4.46,15.92,65,058_okapi_image_0004_extreme_dark.jpg,DEFECTIVE
